ticketNumber,nominalValue,lotteryDate,winAmount
00000263,200,2023-09-18,0
00000264,50,2025-06-02,0
00000265,50,2023-03-02,0
00000266,150,2025-09-14,750
00000267,100,2025-02-04,100
00000268,200,2024-07-11,0
00000269,200,2023-08-20,2000
00000270,150,2025-12-10,0
00000271,50,2025-11-08,0
00000272,150,2025-07-04,0
00000273,100,2024-05-20,0
00000274,100,2025-08-19,0
00000275,150,2022-10-19,750
00000276,150,2025-05-03,0
00000277,500,2023-08-15,0
00000278,200,2025-11-11,0
00000279,200,2023-07-12,0
00000280,200,2024-06-15,200
00000281,200,2023-10-23,0
00000282,50,2022-07-07,0
00000283,500,2025-04-17,0
00000284,150,2025-03-26,750
00000285,200,2024-11-28,0
00000286,150,2023-01-07,0
00000287,200,2025-07-24,0
00000288,50,2024-08-20,0
00000289,150,2023-10-20,0
00000290,100,2023-11-07,0
00000291,200,2023-08-14,0
00000292,200,2025-01-31,200
00000293,150,2023-06-01,0
00000294,200,2024-11-19,0
00000295,50,2025-09-08,0
00000296,200,2024-04-26,100000
00000297,150,2025-06-29,0
00000298,200,2022-04-16,0
00000299,500,2022-09-26,0
00000300,200,2025-12-01,0
00000301,50,2025-07-14,0
00000302,100,2025-12-24,0
00000303,500,2022-01-29,0
00000304,50,2023-04-06,0
00000305,50,2024-08-03,0
00000306,100,2024-10-17,0
00000307,150,2024-11-08,0
00000308,200,2024-09-15,0
00000309,100,2024-07-24,0
00000310,200,2023-01-26,0
00000311,500,2022-10-07,0
00000312,150,2024-04-29,0
00000313,500,2023-07-02,0
00000314,150,2023-09-04,0
00000315,500,2025-09-13,0
00000316,100,2024-07-03,0
00000317,150,2023-11-12,0
00000318,500,2024-02-12,0
00000319,150,2023-01-22,0
00000320,100,2025-03-17,0
00000321,200,2022-03-31,0
00000322,200,2025-12-15,0
00000323,200,2024-03-01,0
00000324,100,2024-10-11,0
00000325,100,2024-10-25,0
00000326,150,2022-07-25,0
00000327,200,2022-07-24,0
00000328,200,2022-02-01,0
00000329,200,2025-09-02,0
00000330,50,2024-08-19,0
00000331,150,2023-11-25,0
00000332,200,2025-08-23,2000
00000333,500,2024-02-18,0
00000334,200,2025-01-13,200
00000335,100,2025-07-16,0
00000336,150,2023-04-11,0
00000337,200,2022-07-21,0
00000338,50,2024-06-27,0
00000339,150,2022-03-01,150
00000340,150,2024-01-05,0
00000341,100,2023-05-16,0
00000342,500,2025-10-28,0
00000343,100,2022-12-25,10000
00000344,500,2025-10-31,0
00000345,500,2022-10-21,0
00000346,150,2024-07-30,0
00000347,50,2024-08-10,0
00000348,500,2022-11-20,5000
00000349,500,2023-09-05,0
00000350,200,2025-11-14,0
00000351,150,2023-02-12,0
00000352,200,2022-08-07,0
00000353,500,2024-01-06,0
00000354,150,2022-02-14,0
00000355,200,2023-07-17,200
00000356,500,2024-10-14,0
00000357,150,2023-04-17,0
00000358,150,2023-03-25,0
00000359,500,2023-05-29,0
00000360,100,2025-07-10,100
00000361,150,2024-06-21,1500
00000362,100,2022-07-04,0
00000363,150,2024-04-30,0
00000364,100,2025-01-09,0
00000365,150,2024-12-23,0
00000366,150,2022-12-03,0
00000367,200,2023-08-28,0
00000368,150,2022-08-24,0
00000369,50,2022-10-16,0
00000370,100,2025-10-17,0
00000371,200,2025-02-15,0
00000372,200,2022-01-29,0
00000373,50,2024-07-20,0
00000374,150,2025-04-12,0
00000375,150,2022-08-10,0
00000376,200,2022-02-21,0
00000377,500,2023-11-03,0
00000378,100,2025-08-19,10000
00000379,150,2025-08-22,0
00000380,100,2022-04-03,0
00000381,150,2024-10-05,0
00000382,100,2025-01-05,0
00000383,200,2024-01-30,0
00000384,500,2024-05-08,0
00000385,100,2024-04-29,0
00000386,200,2025-06-14,0
00000387,150,2022-03-09,0
00000388,100,2024-06-27,0
00000389,100,2024-01-13,1000
00000390,500,2025-08-13,0
00000391,200,2023-07-20,0
00000392,50,2024-07-20,250
00000393,500,2022-02-13,5000
00000394,100,2022-09-15,0
00000395,100,2022-05-21,0
00000396,500,2023-03-01,0
00000397,100,2023-11-04,0
00000398,500,2022-01-06,0
00000399,100,2022-09-24,0
00000400,100,2022-08-14,0
00000401,50,2022-09-27,250
00000402,500,2023-10-26,5000
00000403,50,2022-09-17,0
00000404,500,2022-08-21,0
00000405,200,2024-07-07,0
00000406,500,2025-04-30,0
00000407,500,2023-03-30,0
00000408,50,2025-09-11,0
00000409,200,2025-08-10,0
00000410,50,2024-09-07,0
00000411,200,2025-11-06,0
00000412,200,2022-05-31,0
00000413,150,2025-05-30,0
00000414,100,2023-07-18,0
00000415,500,2025-01-28,0
00000416,200,2025-05-08,0
00000417,200,2024-11-01,0
00000418,50,2025-12-08,0
00000419,500,2023-03-17,0
00000420,100,2024-04-27,0
00000421,200,2024-03-27,0
00000422,50,2023-10-03,0
00000423,150,2024-02-06,0
00000424,200,2022-05-18,200
00000425,50,2024-06-03,500
00000426,100,2025-02-13,100000
00000427,500,2023-11-07,0
00000428,200,2023-12-26,0
00000429,200,2022-04-16,0
00000430,500,2023-10-02,0
00000431,500,2024-11-05,0
00000432,200,2023-04-05,0
00000433,150,2025-02-13,0
00000434,150,2025-03-21,0
00000435,200,2025-02-22,0
00000436,500,2025-06-10,0
00000437,500,2022-02-23,0
00000438,150,2022-03-01,0
00000439,150,2023-11-27,0
00000440,100,2022-10-21,0
00000441,200,2022-05-23,0
00000442,50,2022-07-07,0
00000443,100,2024-02-10,0
00000444,150,2022-11-19,0
00000445,150,2025-03-08,0
00000446,50,2022-11-15,0
00000447,500,2022-04-12,0
00000448,150,2024-06-26,0
00000449,200,2025-05-28,0
00000450,150,2023-03-18,0
00000451,50,2023-12-08,0
00000452,150,2025-10-20,0
00000453,200,2024-12-15,0
00000454,50,2023-03-28,0
00000455,500,2022-04-23,5000
00000456,100,2022-10-09,0
00000457,150,2023-11-03,0
00000458,200,2024-05-31,0
00000459,200,2024-12-26,0
00000460,500,2025-02-18,0
00000461,150,2022-05-28,0
00000462,50,2024-06-12,50
00000463,150,2025-03-25,0
00000464,200,2025-12-24,0
00000465,150,2022-08-24,0
00000466,150,2022-12-18,0
00000467,500,2024-07-31,0
00000468,150,2022-06-30,0
00000469,50,2023-05-14,0
00000470,200,2024-12-09,2000
00000471,150,2023-03-30,0
00000472,100,2022-06-06,0
00000473,50,2024-12-22,0
00000474,150,2023-12-21,0
00000475,100,2023-04-29,0
00000476,150,2023-02-09,0
00000477,100,2025-09-04,10000
00000478,200,2025-02-28,0
00000479,200,2025-10-26,0
00000480,500,2025-08-09,0
00000481,500,2023-10-24,0
00000482,150,2022-11-06,0
00000483,200,2024-06-24,0
00000484,150,2025-04-26,100000
00000485,50,2023-09-28,0
00000486,50,2022-04-27,0
00000487,150,2022-06-07,0
00000488,50,2025-06-13,0
00000489,200,2024-08-05,0
00000490,50,2024-07-10,0
00000491,500,2025-08-27,0
00000492,500,2024-09-01,0
00000493,50,2024-07-11,0
00000494,150,2022-06-22,0
00000495,100,2022-03-22,0
00000496,200,2024-06-18,0
00000497,500,2022-11-22,0
00000498,150,2024-03-04,0
00000499,150,2025-10-22,0
00000500,150,2022-05-15,0
